iter	Passed	Remaining
1709	4067	689
1710	4069	687
1711	4072	685
1712	4074	682
1713	4076	680
1714	4078	677
1715	4081	675
1716	4083	673
1717	4086	670
1718	4088	668
1719	4090	665
1720	4092	663
1721	4095	661
1722	4097	658
1723	4099	656
1724	4101	653
1725	4104	651
1726	4106	649
1727	4108	646
1728	4110	644
1729	4113	641
1730	4115	639
1731	4118	637
1732	4120	634
1733	4122	632
1734	4124	629
1735	4128	627
1736	4130	625
1737	4132	623
1738	4135	620
1739	4137	618
1740	4139	615
1741	4141	613
1742	4143	611
1743	4146	608
1744	4148	606
1745	4150	603
1746	4152	601
1747	4155	599
1748	4158	596
1749	4160	594
1750	4163	591
1751	4165	589
1752	4167	587
1753	4169	584
1754	4172	582
1755	4174	580
1756	4176	577
1757	4179	575
1758	4181	572
1759	4183	570
1760	4186	568
1761	4188	565
1762	4190	563
1763	4192	560
1764	4195	558
1765	4197	556
1766	4199	553
1767	4202	551
1768	4204	548
1769	4206	546
1770	4208	544
1771	4211	541
1772	4213	539
1773	4215	537
1774	4218	534
1775	4220	532
1776	4222	529
1777	4226	527
1778	4228	525
1779	4230	522
1780	4233	520
1781	4235	518
1782	4237	515
1783	4240	513
1784	4242	510
1785	4244	508
1786	4246	506
1787	4248	503
1788	4251	501
1789	4253	499
1790	4256	496
1791	4259	494
1792	4261	492
1793	4263	489
1794	4266	487
1795	4268	484
1796	4270	482
1797	4273	480
1798	4275	477
1799	4277	475
1800	4280	472
1801	4282	470
1802	4284	468
1803	4286	465
1804	4289	463
1805	4291	461
1806	4294	458
1807	4296	456
1808	4298	453
1809	4300	451
1810	4302	449
1811	4305	446
1812	4308	444
1813	4310	441
1814	4312	439
1815	4315	437
1816	4317	434
1817	4319	432
1818	4321	430
1819	4324	427
1820	4326	425
1821	4328	422
1822	4331	420
1823	4333	418
1824	4335	415
1825	4338	413
1826	4340	411
1827	4342	408
1828	4345	406
1829	4347	403
1830	4349	401
1831	4351	399
1832	4355	396
1833	4357	394
1834	4360	392
1835	4362	389
1836	4364	387
1837	4366	384
1838	4370	382
1839	4372	380
1840	4374	377
1841	4376	375
1842	4378	372
1843	4381	370
1844	4383	368
1845	4386	365
1846	4388	363
1847	4390	361
1848	4392	358
1849	4394	356
1850	4396	353
1851	4399	351
1852	4402	349
1853	4404	346
1854	4406	344
1855	4408	342
1856	4410	339
1857	4413	337
1858	4415	334
1859	4418	332
1860	4420	330
1861	4423	327
1862	4425	325
1863	4428	323
1864	4430	320
1865	4433	318
1866	4435	315
1867	4437	313
1868	4439	311
1869	4441	308
1870	4443	306
1871	4446	304
1872	4448	301
1873	4451	299
1874	4454	296
1875	4456	294
1876	4458	292
1877	4460	289
1878	4463	287
1879	4465	285
1880	4468	282
1881	4470	280
1882	4472	277
1883	4474	275
1884	4477	273
1885	4479	270
1886	4482	268
1887	4484	266
1888	4486	263
1889	4488	261
1890	4491	258
1891	4493	256
1892	4495	254
1893	4498	251
1894	4500	249
1895	4502	246
1896	4504	244
1897	4507	242
1898	4509	239
1899	4511	237
1900	4514	235
1901	4517	232
1902	4519	230
1903	4521	227
1904	4524	225
1905	4526	223
1906	4528	220
1907	4531	218
1908	4533	216
1909	4536	213
1910	4538	211
1911	4540	208
1912	4542	206
1913	4544	204
1914	4547	201
1915	4550	199
1916	4552	197
1917	4555	194
1918	4557	192
1919	4559	189
1920	4561	187
1921	4564	185
1922	4566	182
1923	4569	180
1924	4571	178
1925	4573	175
1926	4575	173
1927	4577	170
1928	4580	168
1929	4582	166
1930	4584	163
1931	4586	161
1932	4588	159
1933	4590	156
1934	4592	154
1935	4595	151
1936	4599	149
1937	4601	147
1938	4603	144
1939	4605	142
1940	4607	140
1941	4610	137
1942	4612	135
1943	4614	132
1944	4616	130
1945	4619	128
1946	4621	125
1947	4623	123
1948	4626	121
1949	4629	118
1950	4631	116
1951	4633	113
1952	4636	111
1953	4638	109
1954	4640	106
1955	4642	104
1956	4645	102
1957	4648	99
1958	4650	97
1959	4652	94
1960	4655	92
1961	4657	90
1962	4660	87
1963	4663	85
1964	4665	83
1965	4667	80
1966	4669	78
1967	4671	75
1968	4673	73
1969	4676	71
1970	4679	68
1971	4681	66
1972	4683	64
1973	4685	61
1974	4687	59
1975	4689	56
1976	4692	54
1977	4695	52
1978	4697	49
1979	4699	47
1980	4701	45
1981	4703	42
1982	4706	40
1983	4709	37
1984	4712	35
1985	4714	33
1986	4716	30
1987	4718	28
1988	4721	26
1989	4723	23
1990	4726	21
1991	4729	18
1992	4731	16
1993	4733	14
1994	4735	11
1995	4737	9
1996	4740	7
1997	4742	4
1998	4744	2
1999	4747	0
