iter	RMSE
211	0.1067720473
212	0.106664379
213	0.1065169547
214	0.106456183
215	0.106327521
216	0.1062197878
217	0.1061174894
218	0.106023645
219	0.1058960073
220	0.1058077356
221	0.1056958113
222	0.10560496
223	0.1054697951
224	0.1053918307
225	0.1052251637
226	0.1051257376
227	0.105027412
228	0.10489413
229	0.1047756829
230	0.1046542676
231	0.1045720129
232	0.1044484295
233	0.1043432631
234	0.104204612
235	0.1041180515
236	0.1040276479
237	0.1038866972
238	0.1038272902
239	0.1037581436
240	0.1036681717
241	0.103525652
242	0.1034184374
243	0.1033581913
244	0.1032610706
245	0.1031691077
246	0.1030558741
247	0.1029468243
248	0.1028690752
249	0.1027979714
250	0.1026773266
251	0.102549159
252	0.1024366355
253	0.102320672
254	0.102222431
255	0.102119257
256	0.102045099
257	0.1019810584
258	0.101909264
259	0.1018160706
260	0.1017396127
261	0.1016013624
262	0.1014987474
263	0.1013913128
264	0.1012742749
265	0.1011962848
266	0.1011251202
267	0.1010282594
268	0.100921731
269	0.1008201127
270	0.1007401125
271	0.1006735299
272	0.1005954708
273	0.1005277205
274	0.1004590659
275	0.1003806957
276	0.1003017657
277	0.1001828377
278	0.1000963845
279	0.1000030285
280	0.09993099674
281	0.09985769368
282	0.0997481717
283	0.09965173465
284	0.09957383648
285	0.09952226134
286	0.09944537214
287	0.09934850241
288	0.09924082467
289	0.09917595822
290	0.09910432626
291	0.09901851549
292	0.09895883868
293	0.09889896951
294	0.09885507268
295	0.09875740447
296	0.0986535644
297	0.09858270836
298	0.09849965782
299	0.09839622605
300	0.09828456303
301	0.09819720702
302	0.0981356796
303	0.09806175796
304	0.09801277187
305	0.09794458485
306	0.09788215727
307	0.09781360323
308	0.09772118377
309	0.09763010111
310	0.09759072692
311	0.09749532915
312	0.09738694182
313	0.09732691346
314	0.09730272374
315	0.0971879513
316	0.09713425499
317	0.09706387408
318	0.09698658087
319	0.09690129491
320	0.09681957394
321	0.0967128716
322	0.09666080586
323	0.09656696615
324	0.09650152045
325	0.09648469264
326	0.09645771511
327	0.0964374566
328	0.09634432894
329	0.09624933394
330	0.09614286137
331	0.09606883608
332	0.09603207116
333	0.09598613778
334	0.09596774896
335	0.09590126439
336	0.09581177324
337	0.0957706355
338	0.09567633197
339	0.09560047564
340	0.09550016504
341	0.09542287009
342	0.09540261692
343	0.09531248634
344	0.09522811307
345	0.0951259015
346	0.0950407508
347	0.09497319464
348	0.0948964974
349	0.09485029634
350	0.09479970898
351	0.09477828024
352	0.09472283441
353	0.09467323418
354	0.09466090348
355	0.09457864041
356	0.09452505743
357	0.0944116269
358	0.0943455402
359	0.09429705784
360	0.09418996666
361	0.09413479356
362	0.09408553337
363	0.09400118679
364	0.09396958978
365	0.09385293955
366	0.09376425976
367	0.09371211771
368	0.0936455292
369	0.09353338723
370	0.09346731522
371	0.0933769499
372	0.0932893499
373	0.0932169905
374	0.09314487504
375	0.09304441018
376	0.09302540922
377	0.09292207302
378	0.0928278069
379	0.09280905591
380	0.09273564275
381	0.09264964508
382	0.09254145119
383	0.0925058641
384	0.09243391695
385	0.09241438938
386	0.09232421749
387	0.09226136032
388	0.09215373548
389	0.09207431172
390	0.09199608518
391	0.09192594312
392	0.0918306927
393	0.09175014453
394	0.09165084749
395	0.09158442764
396	0.09154567405
397	0.09149538719
398	0.09140275649
399	0.09135768863
400	0.09130166729
401	0.09124890085
402	0.09119548793
403	0.09114041748
404	0.09106395832
405	0.09101425745
406	0.09094848228
407	0.09090763516
408	0.09085270058
409	0.09074344774
410	0.09067412205
411	0.0905984029
412	0.09052437203
413	0.09044961806
414	0.09037383081
415	0.09031510361
416	0.09030027394
417	0.09024203188
418	0.0901672627
419	0.09011896837
420	0.0900361387
421	0.08999109873
422	0.08992492426
423	0.08984124461
424	0.08977139256
425	0.08969876068
426	0.08958588808
427	0.08950153677
428	0.08944052128
429	0.08937347783
430	0.08932223958
431	0.08926423744
432	0.08922083011
433	0.08916526769
434	0.08910531255
435	0.08899993114
436	0.0889118512
437	0.08885755853
438	0.08877401162
439	0.08870916359
440	0.08865940514
441	0.08862595815
442	0.08858568333
443	0.08851705929
444	0.08844681186
445	0.0883711097
446	0.08832222959
447	0.08825894659
448	0.08820296257
449	0.08815039018
450	0.0881129384
451	0.08805928356
452	0.08798355036
453	0.08792493623
454	0.08782797458
455	0.08778421687
456	0.08773549758
457	0.08766652442
458	0.08757793592
459	0.08748802825
460	0.08740899844
461	0.08737664526
462	0.08730016892
463	0.08726301819
464	0.08719030637
465	0.08715373812
466	0.08712968247
467	0.08708174013
468	0.08706085907
469	0.08702108355
470	0.08697665628
471	0.086894999
472	0.08681997363
473	0.08678215661
474	0.08672977225
475	0.08665443819
476	0.08663001061
477	0.0865755657
478	0.08654693709
479	0.08647823356
480	0.08641910165
481	0.08636754872
482	0.08634957678
483	0.08629464568
484	0.08628333774
485	0.08624743874
486	0.08621003071
487	0.08615353397
488	0.08611413657
489	0.08606419024
490	0.08598564583
491	0.08596095967
492	0.08589033893
493	0.08583223479
494	0.08578324864
495	0.08570477492
496	0.08563179397
497	0.08552940675
498	0.08543867162
499	0.08540819903
500	0.0853697651
501	0.08531864172
502	0.08528100084
503	0.08519910954
504	0.08515912152
505	0.08512219345
506	0.08503271488
507	0.08499151276
508	0.08492573598
509	0.08488500804
510	0.08479073193
511	0.08467243083
512	0.08465398129
513	0.08460742681
514	0.08456234713
515	0.08447514747
516	0.08440504017
517	0.08434633478
518	0.08428543184
519	0.08423794903
520	0.08421286315
521	0.08413087215
522	0.08409155667
523	0.08407263751
524	0.08401154049
525	0.08397325183
526	0.08395372982
527	0.08388268399
528	0.08381721487
529	0.08380181008
530	0.08375445904
531	0.08365131855
532	0.08361056373
533	0.08356383006
534	0.08351317187
535	0.08346531704
536	0.08340882616
537	0.08335215226
538	0.0832887273
539	0.08324726484
540	0.08319486894
541	0.08314033975
542	0.0830543143
543	0.08295542371
544	0.08294682865
545	0.08291613977
546	0.08286940505
547	0.0828310635
548	0.08278520198
549	0.08274603945
550	0.08267068806
551	0.08266143058
552	0.08264279922
553	0.08259909686
554	0.08258089273
555	0.08252002146
556	0.08246451529
557	0.0823876116
558	0.08237439241
559	0.08236060126
560	0.08226059975
561	0.08220693703
562	0.08214286204
563	0.0821014044
564	0.08206490116
565	0.08202134763
566	0.08196451123
567	0.08192458781
568	0.08190316436
569	0.08183836444
570	0.08178302527
571	0.08172066395
572	0.08168019453
573	0.08160758995
574	0.08156653477
575	0.08153184679
576	0.08151829513
577	0.08145198251
578	0.08142127928
579	0.08138755803
580	0.08136244765
581	0.08132131067
582	0.08128565488
583	0.08121815298
584	0.08115714264
585	0.08109829164
586	0.0810223687
587	0.0810072172
588	0.08093390892
589	0.08089997435
590	0.08085278698
591	0.08077595799
592	0.0807009787
593	0.08064763059
594	0.08061840554
595	0.08056109449
596	0.08052547251
597	0.080465815
598	0.08043460668
599	0.08038543498
600	0.08033875024
601	0.08027791073
602	0.08022874093
603	0.0801611123
604	0.08011179914
605	0.08005990729
606	0.07999662639
607	0.07998820726
608	0.07998071817
609	0.07996000949
610	0.0799364706
611	0.07987618284
612	0.07986881313
613	0.07981124083
614	0.07976056291
615	0.07972457544
616	0.07968222923
617	0.07964013471
618	0.07957626343
619	0.07952138552
620	0.07951074493
621	0.07948769568
622	0.07945254355
623	0.07939799604
624	0.07933684143
625	0.07930490279
626	0.07929595963
627	0.07926523114
628	0.07921183563
629	0.07916712197
630	0.07912820178
631	0.07909153463
632	0.0790747569
633	0.07899532268
634	0.07897710782
635	0.07894995761
636	0.07886795156
637	0.07880790559
638	0.078779172
639	0.07872543647
640	0.07867877354
641	0.07865235535
642	0.07859178146
643	0.07852940174
644	0.07848913385
645	0.07848065496
646	0.07840743795
647	0.07838929364
648	0.07835516176
649	0.07834691368
650	0.07832888878
651	0.07830468
652	0.07826194786
653	0.07819134155
654	0.07818036701
655	0.07815189368
656	0.07809804432
657	0.07801331119
658	0.07800619882
659	0.07793516987
660	0.07787514615
661	0.07781461562
662	0.07780801403
663	0.07774521037
664	0.07769642909
665	0.07766678713
666	0.07761562105
667	0.07760785087
668	0.0775690651
669	0.07750082739
670	0.07745544196
671	0.07739937841
672	0.07736758861
673	0.0773217571
674	0.07728860508
675	0.07722271187
676	0.07718670946
677	0.07718033543
678	0.07715523372
679	0.07708578779
680	0.07703835214
681	0.07697485195
682	0.07693151017
683	0.07692413984
684	0.07691223287
685	0.07683931347
686	0.07683168191
687	0.07681350797
688	0.07679044497
689	0.07678161869
690	0.07674173031
691	0.07668203057
692	0.07662341828
693	0.07654815154
694	0.07648078579
695	0.07640941439
696	0.07635986792
697	0.07630602221
698	0.07624588881
699	0.0761801805
700	0.07610460621
701	0.07608882252
702	0.07602460956
703	0.07597669348
704	0.0759079806
705	0.07583537446
706	0.07577901593
707	0.07574429136
708	0.0757097554
709	0.07568223418
710	0.07563900539
711	0.07562251988
712	0.07557407309
713	0.07552549462
714	0.07545717048
715	0.07543439964
716	0.0753764955
717	0.07531675407
718	0.07530977675
719	0.07525250283
720	0.07521097425
721	0.07520216937
722	0.07519590374
723	0.07516685056
724	0.0751601084
725	0.07514536547
726	0.07507725672
727	0.07503091503
728	0.07501406621
729	0.07500843759
730	0.07494869378
731	0.07491894561
732	0.07490499678
733	0.07488200915
734	0.07483396382
735	0.07480735605
736	0.07474216685
737	0.07471169608
738	0.07467205129
739	0.07464356223
740	0.07458721036
741	0.0745507561
742	0.07449493743
743	0.07444704519
744	0.07443517727
745	0.0744209412
746	0.07439123461
747	0.07435177473
748	0.07434535324
749	0.07433903083
750	0.07432478693
751	0.07429183708
752	0.07425333945
753	0.07424226088
754	0.07419774141
755	0.0741924295
756	0.07415172747
757	0.07410399119
758	0.07406905207
759	0.07406382348
760	0.0740118606
761	0.07397373757
762	0.07395475698
763	0.07390609264
764	0.07385003994
765	0.07380963792
766	0.07375347232
767	0.07372149287
768	0.07368170531
769	0.07365021597
770	0.07361498714
771	0.07356924246
772	0.07356134315
773	0.07352120587
774	0.07350345112
775	0.07346730596
776	0.07344177152
777	0.0733906376
778	0.07335071217
779	0.07331417101
780	0.07330114005
781	0.07329292432
782	0.07328536316
783	0.07326994268
784	0.07321984439
785	0.07317624936
786	0.07317079413
787	0.07314080749
788	0.07306659398
789	0.07306111917
790	0.07303675673
791	0.07299172934
792	0.07297505808
793	0.0729604272
794	0.07292665358
795	0.07291278811
796	0.07288432118
797	0.07284447259
798	0.07281455409
799	0.07276452468
800	0.07275711694
801	0.07273513093
802	0.07269823227
803	0.07263577501
804	0.072600689
805	0.07254164673
806	0.07248482628
807	0.07245458274
808	0.07242443315
809	0.07241896361
810	0.07239025586
811	0.07235316717
812	0.0723232692
813	0.07227929846
814	0.07226486474
815	0.072220737
816	0.07219163033
817	0.07215803739
818	0.07210743438
819	0.07208666685
820	0.07205216105
821	0.07204154596
822	0.0720075985
823	0.07195130982
824	0.07190263309
825	0.07185504759
826	0.07179777113
827	0.0717781471
828	0.07174171731
829	0.07169535321
830	0.07164469238
831	0.07157270714
832	0.07153749402
833	0.07153297544
834	0.07152782898
835	0.07147682162
836	0.07143320491
837	0.07141929772
838	0.07138238867
839	0.07137726199
840	0.07130322209
841	0.07127418348
842	0.07122679751
843	0.07122177133
844	0.07116459008
845	0.07114228502
846	0.07110710645
847	0.07106566458
848	0.07101444218
849	0.07096210464
850	0.07095055548
851	0.07092723167
852	0.07086813492
853	0.07080653021
854	0.07078428315
855	0.07077675637
856	0.07075177845
857	0.07070127243
858	0.07068858902
859	0.07062590759
860	0.07057034454
861	0.07056545466
862	0.07055213485
863	0.07051151047
864	0.07047507761
865	0.0704247845
866	0.07039840511
867	0.07037555783
868	0.0703257891
869	0.07028627352
870	0.07025844202
871	0.07020892927
872	0.07015873301
873	0.07012762417
874	0.07007987064
875	0.07004997814
876	0.07004584233
877	0.07001431026
878	0.06995499572
879	0.06993533205
880	0.06989492904
881	0.06986630878
882	0.06985048911
883	0.06980772442
884	0.06979935823
885	0.06976019788
886	0.06973617116
887	0.06969034655
888	0.0696753831
889	0.06962918334
890	0.06961575308
891	0.06958162292
892	0.06954327758
893	0.06950882685
894	0.06949883981
895	0.06949479305
896	0.06942705001
897	0.06937594469
898	0.06932946289
899	0.06932517268
900	0.06929540581
901	0.06928599176
902	0.06924767174
903	0.06916642391
904	0.06915724464
905	0.06915269927
906	0.06909726046
907	0.0690766557
908	0.06907046039
909	0.06905271404
910	0.06900268286
911	0.06896096336
912	0.06895655688
913	0.0689384046
914	0.06888639669
915	0.06884869442
916	0.06879776465
917	0.06875516212
918	0.06871127016
919	0.06864860891
920	0.06864128778
921	0.06859482808
922	0.06856095602
923	0.06853486653
924	0.06851830018
925	0.06847014443
926	0.0684317461
927	0.06838558049
928	0.06833804386
929	0.06830182931
930	0.06825172374
931	0.06821921984
932	0.0681900125
933	0.06816525489
934	0.06813519213
935	0.06809006672
936	0.0680643408
937	0.06803217656
938	0.06802380015
939	0.06798178852
940	0.06797819891
941	0.06793187846
942	0.06788398513
943	0.06783749057
944	0.06783328951
945	0.06779437556
946	0.06775799704
947	0.06771892631
948	0.06764864625
949	0.06761468235
950	0.06760037726
951	0.06756960592
952	0.06756489181
953	0.06752577909
954	0.06747008906
955	0.06745254071
956	0.06739044356
957	0.0673519838
958	0.0673173033
959	0.06728406334
960	0.06724353856
961	0.06719831464
962	0.06713095393
963	0.06711219987
964	0.06708398472
965	0.06705664446
966	0.06700504727
967	0.06696703494
968	0.06694739358
969	0.06693832145
970	0.06692524984
971	0.06692021695
972	0.06691476412
973	0.06688851342
974	0.06683276161
975	0.06681842294
976	0.06681485928
977	0.06678077003
978	0.06675106165
979	0.06671590548
980	0.06670204499
981	0.06667716694
982	0.06667310908
983	0.06664979563
984	0.06663911094
985	0.06660476229
986	0.06655528163
987	0.0665406032
988	0.06653126172
989	0.06651846743
990	0.06648332081
991	0.06646049836
992	0.06643096013
993	0.06638802971
994	0.06635710635
995	0.06632549344
996	0.06632224024
997	0.06630195586
998	0.06623925053
999	0.06623041055
1000	0.06620855146
1001	0.0661736573
1002	0.06613930903
1003	0.06611428318
1004	0.06609667271
1005	0.06606994338
1006	0.06603271563
1007	0.06601820363
1008	0.0659674392
1009	0.06592658111
1010	0.0658968868
1011	0.06585001914
1012	0.06580536011
1013	0.06577161684
1014	0.06573320849
1015	0.06571861736
1016	0.06568368497
1017	0.06566454026
1018	0.06560788976
1019	0.06557556632
1020	0.06555778861
1021	0.06550878997
1022	0.06546689729
1023	0.06541524018
1024	0.06538078958
1025	0.06536139411
1026	0.06531512299
1027	0.06527976243
1028	0.06522083348
1029	0.06516510388
1030	0.06515299394
1031	0.0651367846
1032	0.06512588991
1033	0.06510292502
1034	0.06506491947
1035	0.06504455993
1036	0.06500952599
1037	0.06498210043
1038	0.06495244353
1039	0.06494744298
1040	0.0649387239
1041	0.06490384918
1042	0.06486436569
1043	0.06483911005
1044	0.06482168449
1045	0.06477715388
1046	0.06473927525
1047	0.06470882642
1048	0.0646830933
1049	0.06467399186
1050	0.06466500922
1051	0.06460344678
1052	0.06457590023
1053	0.06453410072
1054	0.06448376691
1055	0.06444986935
1056	0.06440993863
1057	0.06439319588
1058	0.0643639777
1059	0.0643608487
1060	0.06431316115
1061	0.06428625426
1062	0.06424131705
1063	0.06420606409
1064	0.06416992548
1065	0.06413222041
1066	0.06409520915
1067	0.06408746767
1068	0.06405446757
1069	0.06399660622
1070	0.06394436469
1071	0.06393891866
1072	0.06390007672
1073	0.06387488759
1074	0.06384106351
1075	0.0638037766
1076	0.06378098169
1077	0.06376164442
1078	0.06370942304
1079	0.06366098909
1080	0.06362246217
1081	0.0636171963
1082	0.0635651481
1083	0.06352554039
1084	0.06348387083
1085	0.06348084755
1086	0.06342337532
1087	0.06340422068
1088	0.06335364048
1089	0.06332357631
1090	0.06327910773
1091	0.06323688834
1092	0.06323080615
1093	0.06321604078
1094	0.06317629726
1095	0.06312719931
1096	0.06310520535
1097	0.0630678096
1098	0.06303647033
1099	0.0629899029
1100	0.06294869795
1101	0.06290531798
1102	0.06287457663
1103	0.06287161182
1104	0.06286461603
1105	0.06283364607
1106	0.06281052401
1107	0.06278891029
1108	0.06274702072
1109	0.06272860384
1110	0.06269037013
1111	0.06265620345
1112	0.06262519554
1113	0.06260745843
1114	0.06258819671
1115	0.06256120462
1116	0.06252627896
1117	0.06250461505
1118	0.06248174779
1119	0.0624395497
1120	0.06242087799
1121	0.06237755713
1122	0.0623291916
1123	0.06230178238
1124	0.06227563303
1125	0.06224730486
1126	0.06221625927
1127	0.06218171161
1128	0.0621464777
1129	0.0620983733
1130	0.06205610544
1131	0.06201399072
1132	0.06198472274
1133	0.0619548575
1134	0.06192793843
1135	0.06189558977
1136	0.06184665391
1137	0.06182055137
1138	0.06180492787
1139	0.06178805166
1140	0.06175598126
1141	0.06171595953
1142	0.06169821346
1143	0.06167064921
1144	0.06164366895
1145	0.06159461665
1146	0.0615779843
1147	0.06152250301
1148	0.06151171403
1149	0.06149578525
1150	0.06147345833
1151	0.06144271664
1152	0.06139171097
1153	0.06134955878
1154	0.06131996665
1155	0.06129697515
1156	0.06129315301
1157	0.06128543704
1158	0.06125264498
1159	0.06124982876
1160	0.06123529398
1161	0.06117939803
1162	0.06116417153
1163	0.06113063684
1164	0.06112786793
1165	0.06108300035
1166	0.06106195656
1167	0.06104240758
1168	0.06101337981
1169	0.06099318339
1170	0.06097616104
1171	0.06097258678
1172	0.06094552656
1173	0.06094285335
1174	0.06090730972
1175	0.06086801961
1176	0.06086534843
1177	0.06086126089
1178	0.06082907012
1179	0.06078932463
1180	0.06076547373
1181	0.06071508928
1182	0.06068422089
1183	0.06064885221
1184	0.06064318841
1185	0.06063977114
1186	0.06059317857
1187	0.06057593557
1188	0.06054357221
1189	0.06053440194
1190	0.06050653225
1191	0.06046737219
1192	0.06042884549
1193	0.06038768936
1194	0.06037785371
1195	0.06036868464
1196	0.06036048603
1197	0.06033573652
1198	0.06029007713
1199	0.06027980566
1200	0.06024314778
1201	0.06021078499
1202	0.06019454889
1203	0.06015746913
1204	0.06012879416
1205	0.06011942806
1206	0.06010260064
1207	0.06007849163
1208	0.06005588133
1209	0.06001054453
1210	0.05996867578
1211	0.05992943897
1212	0.05989431841
1213	0.05985619925
1214	0.05982803723
1215	0.05980043266
1216	0.05977419203
1217	0.05975824321
1218	0.05972794982
1219	0.05968219168
1220	0.05963069553
1221	0.05961609607
1222	0.05956387307
1223	0.05955539919
1224	0.0595192884
1225	0.05948517943
1226	0.05945941777
1227	0.05944280205
1228	0.05943964576
1229	0.05941461019
1230	0.05939344781
1231	0.05935100075
1232	0.05930528872
1233	0.05928004535
1234	0.05922065324
1235	0.05918252541
1236	0.05916605184
1237	0.05913265115
1238	0.05911303852
1239	0.05908362006
1240	0.05904856459
1241	0.05900430652
1242	0.05897242503
1243	0.05895011702
1244	0.05891416981
1245	0.05890587826
1246	0.05887583885
1247	0.05884540764
1248	0.05880479757
1249	0.05880027362
1250	0.05877081517
1251	0.05874558356
1252	0.05871455879
1253	0.0586572382
1254	0.05864972953
1255	0.05861737226
1256	0.05859721593
1257	0.05855894661
1258	0.05855127503
1259	0.0585234935
1260	0.05847715171
1261	0.05844929278
1262	0.05844028476
1263	0.05839881235
1264	0.05838252145
1265	0.05836799777
1266	0.05833197578
1267	0.05830137315
1268	0.05829016005
1269	0.05824557575
1270	0.05822969424
1271	0.05822718963
1272	0.05820796898
1273	0.05816878015
1274	0.05812914301
1275	0.05810166535
1276	0.05807305796
1277	0.0580218931
1278	0.0579950521
1279	0.05797090806
1280	0.05793965157
1281	0.05792807048
1282	0.0579175587
1283	0.05790217908
1284	0.05785974969
1285	0.0578204033
1286	0.05778514992
1287	0.05775462231
1288	0.05773030195
1289	0.05770395201
1290	0.05770130697
1291	0.05767509387
1292	0.05763025755
1293	0.05759802429
1294	0.05757566832
1295	0.05753408868
1296	0.05750859888
1297	0.05748414421
1298	0.05746109394
1299	0.05745276409
1300	0.05741373317
1301	0.05737407516
1302	0.05737098582
1303	0.0573459444
1304	0.05732673225
1305	0.05730822256
1306	0.05727859625
1307	0.0572551841
1308	0.05725277839
1309	0.05723591822
1310	0.0572211614
1311	0.05718329884
1312	0.05715400216
1313	0.05712143704
1314	0.05711754295
1315	0.05709886067
1316	0.05707229745
1317	0.05702382308
1318	0.05698267603
1319	0.05696499421
1320	0.05695188483
1321	0.05692144531
1322	0.05689500901
1323	0.05686234808
1324	0.05685980198
1325	0.05683794652
1326	0.05683545771
1327	0.05681120946
1328	0.05680338787
1329	0.05678928879
1330	0.05676889375
1331	0.05673248935
1332	0.05669378982
1333	0.05667236985
1334	0.05662668094
1335	0.05658075642
1336	0.05655019323
1337	0.05654656522
1338	0.05651281622
1339	0.05651055579
1340	0.05646851184
1341	0.05643974175
1342	0.05640875408
1343	0.05636841051
1344	0.05635846768
1345	0.05632966992
1346	0.05632069933
1347	0.05628302376
1348	0.05622722618
1349	0.05622448451
1350	0.05619671035
1351	0.05616838122
1352	0.05615608555
1353	0.05612867876
1354	0.05612608342
1355	0.05610065217
1356	0.05608720283
1357	0.05607291777
1358	0.05604376737
1359	0.0560111208
1360	0.05599413903
1361	0.05599187111
1362	0.05598005806
1363	0.05594527346
1364	0.05592441152
1365	0.05589459479
1366	0.05589189611
1367	0.05584358796
1368	0.0557999036
1369	0.05578102456
1370	0.05576165397
1371	0.05574903243
1372	0.05573454617
1373	0.05570415808
1374	0.05567974408
1375	0.05564652167
1376	0.05564419679
1377	0.05562278571
1378	0.05561671512
1379	0.05561450255
1380	0.05558146962
1381	0.05555619951
1382	0.0555192145
1383	0.05551701927
1384	0.05548414785
1385	0.05544155095
1386	0.05541323706
1387	0.05537464661
1388	0.05534450937
1389	0.05533610217
1390	0.05530887409
1391	0.05526396251
1392	0.05522771727
1393	0.05516547128
1394	0.05513222322
1395	0.05508546399
1396	0.05506302989
1397	0.05505016721
1398	0.05502962999
1399	0.05500417835
1400	0.05496385361
1401	0.05494443432
1402	0.05492951186
1403	0.05491749539
1404	0.0548914895
1405	0.05488741582
1406	0.054881924
1407	0.05484938443
1408	0.05483980993
1409	0.05482291574
1410	0.05480545621
1411	0.05478922943
1412	0.05475312327
1413	0.054710218
1414	0.05468557278
1415	0.05468324109
1416	0.0546557815
1417	0.05465419443
1418	0.05462025896
1419	0.05460341763
1420	0.05458090005
1421	0.05455234671
1422	0.0545382952
1423	0.05450060472
1424	0.05449825883
1425	0.05449541844
1426	0.05449219962
1427	0.05448984616
1428	0.05446033649
1429	0.05445833001
1430	0.05442752861
1431	0.05442548625
1432	0.0543797193
1433	0.05435131043
1434	0.05433747245
1435	0.05431181969
1436	0.05426658655
1437	0.05423037058
1438	0.05420699556
1439	0.05417599668
1440	0.05412810252
1441	0.05409996743
1442	0.05409803879
1443	0.05406352346
1444	0.05404024246
1445	0.05401865556
1446	0.05398709479
1447	0.05398478282
1448	0.05397674768
1449	0.05396097581
1450	0.05395908392
1451	0.05395198616
1452	0.05391567269
1453	0.05388273371
1454	0.05385318942
1455	0.05385103572
1456	0.05381127986
1457	0.05377221225
1458	0.05374406383
1459	0.05374207181
1460	0.0537249136
1461	0.05369097772
1462	0.05365474659
1463	0.05362652475
1464	0.05359682278
1465	0.05356774456
1466	0.0535436292
1467	0.05353942234
1468	0.05350269521
1469	0.05350034361
1470	0.05347702015
1471	0.05344720384
1472	0.05342787732
1473	0.05339465641
1474	0.05339270116
1475	0.05336988105
1476	0.05334890582
1477	0.05332188029
1478	0.05330576369
1479	0.05329861865
1480	0.05327971675
1481	0.05326428936
1482	0.05323113598
1483	0.05320309494
1484	0.05317524113
1485	0.05314911626
1486	0.05312469697
1487	0.05312267623
1488	0.05307540426
1489	0.05304988022
1490	0.05303144491
1491	0.05302406642
1492	0.05302156241
1493	0.05298376792
1494	0.0529714334
1495	0.05294178957
1496	0.05291071033
1497	0.05288671147
1498	0.05285572115
1499	0.05281982958
1500	0.05279612115
1501	0.05279408919
1502	0.05275398832
