iter	RMSE
1503	0.05272747328
1504	0.0527122244
1505	0.05271047499
1506	0.05268867984
1507	0.05264250634
1508	0.05261670275
1509	0.0525930844
1510	0.05257105839
1511	0.05254033634
1512	0.05249987982
1513	0.05247749133
1514	0.05245200579
1515	0.05243810473
1516	0.05241099312
1517	0.05240694884
1518	0.05238669467
1519	0.05237127991
1520	0.05233132194
1521	0.05230937884
1522	0.05230168507
1523	0.05227129263
1524	0.05225787895
1525	0.05221645832
1526	0.05221447227
1527	0.05219375529
1528	0.05217738964
1529	0.0521313901
1530	0.0521059991
1531	0.05209617801
1532	0.0520592853
1533	0.05203698227
1534	0.05201543204
1535	0.05198740729
1536	0.05196676221
1537	0.05194310957
1538	0.05190620503
1539	0.05187702925
1540	0.05183935169
1541	0.05180308142
1542	0.05177239007
1543	0.05174012058
1544	0.05171663056
1545	0.05168591913
1546	0.05165203737
1547	0.05161607732
1548	0.05160457955
1549	0.05160214701
1550	0.05156402907
1551	0.05153221256
1552	0.0515081088
1553	0.05146097272
1554	0.05142845259
1555	0.05140239602
1556	0.05136381002
1557	0.05136055395
1558	0.05134176146
1559	0.05130340469
1560	0.05128707625
1561	0.05124172809
1562	0.05122576162
1563	0.05121814945
1564	0.05121425331
1565	0.0512125795
1566	0.05119251082
1567	0.05116803855
1568	0.05115398725
1569	0.05113466743
1570	0.05112911852
1571	0.0511041373
1572	0.05106830932
1573	0.05104765287
1574	0.05101098259
1575	0.05098162891
1576	0.05097984358
1577	0.05094384268
1578	0.05092152996
1579	0.05090131752
1580	0.05089946058
1581	0.05087883445
1582	0.05084332226
1583	0.05084002765
1584	0.0508163457
1585	0.0507868808
1586	0.05076410076
1587	0.05074800539
1588	0.05071281634
1589	0.0506926306
1590	0.05066277478
1591	0.05066095985
1592	0.05063671644
1593	0.05062774799
1594	0.05060615498
1595	0.05060223003
1596	0.05059227397
1597	0.05056566278
1598	0.05053596351
1599	0.05049022163
1600	0.05045868181
1601	0.05044319418
1602	0.05040686928
1603	0.0503716662
1604	0.05034253769
1605	0.05033555383
1606	0.05033051015
1607	0.05030023943
1608	0.05026454509
1609	0.05023091434
1610	0.05021564787
1611	0.05019186816
1612	0.05016184398
1613	0.0501328756
1614	0.05011410519
1615	0.05010084999
1616	0.05007802188
1617	0.05003715775
1618	0.04999788643
1619	0.04997943135
1620	0.04995148903
1621	0.04992570778
1622	0.04988996164
1623	0.04985359608
1624	0.04984098011
1625	0.04981968055
1626	0.04980610078
1627	0.04980445822
1628	0.0498026904
1629	0.04979811241
1630	0.04978120384
1631	0.04975870821
1632	0.04975085294
1633	0.04972983684
1634	0.04969682312
1635	0.04967831051
1636	0.04965096165
1637	0.04962062014
1638	0.0496108321
1639	0.04960797434
1640	0.04960138012
1641	0.04959955754
1642	0.04959520458
1643	0.04957965291
1644	0.04955930031
1645	0.04953907762
1646	0.0495164867
1647	0.04949081274
1648	0.04946586959
1649	0.04942931277
1650	0.04940634473
1651	0.0494047762
1652	0.04937389071
1653	0.04935158211
1654	0.04931628306
1655	0.04927405534
1656	0.04924437981
1657	0.04923560998
1658	0.04920944645
1659	0.04920597767
1660	0.04918889307
1661	0.04916677351
1662	0.04914594812
1663	0.04912073078
1664	0.04909526262
1665	0.04909349211
1666	0.04905241335
1667	0.04902666333
1668	0.04902388482
1669	0.04899572095
1670	0.04896938437
1671	0.04894454802
1672	0.04891964126
1673	0.04891673031
1674	0.04889115354
1675	0.04888302551
1676	0.04884991756
1677	0.04884824378
1678	0.04880586108
1679	0.04877638815
1680	0.04873932678
1681	0.04869985644
1682	0.04867990264
1683	0.04865394535
1684	0.04863400799
1685	0.0486179649
1686	0.04860142487
1687	0.04857267306
1688	0.04853843908
1689	0.04851640908
1690	0.04850782944
1691	0.04848502518
1692	0.04846547406
1693	0.04845637001
1694	0.04843567787
1695	0.04841638786
1696	0.04837712638
1697	0.04835497669
1698	0.04832819473
1699	0.04830873339
1700	0.04828484106
1701	0.0482693892
1702	0.04825703623
1703	0.04824772627
1704	0.04821457618
1705	0.04816766084
1706	0.04815947975
1707	0.04815303638
1708	0.04812627322
1709	0.04810864568
1710	0.04808592881
1711	0.04804512815
1712	0.0480327999
1713	0.04802632162
1714	0.04802476078
1715	0.04800441268
1716	0.04798026683
1717	0.04797351448
1718	0.04794306916
1719	0.0479105711
1720	0.04789420313
1721	0.04785202892
1722	0.04782880694
1723	0.04780041466
1724	0.04779873612
1725	0.0477800093
1726	0.04774931978
1727	0.04774513923
1728	0.04774116207
1729	0.0477220527
1730	0.04770462972
1731	0.0476895381
1732	0.04765270632
1733	0.047631215
1734	0.04762708884
1735	0.04760808307
1736	0.04760288488
1737	0.04759640345
1738	0.04757787133
1739	0.04756104593
1740	0.04753857342
1741	0.04752934862
1742	0.04752341854
1743	0.04748949824
1744	0.04746865861
1745	0.04745069967
1746	0.04743293601
1747	0.04742862904
1748	0.04742715494
1749	0.04740442972
1750	0.04740153238
1751	0.04737170546
1752	0.04735220271
1753	0.04735070135
1754	0.0473464129
1755	0.04731454102
1756	0.04729270777
1757	0.04726319276
1758	0.04724765347
1759	0.04721747671
1760	0.04720152401
1761	0.04717443752
1762	0.04716700609
1763	0.04714623686
1764	0.04712274749
1765	0.04710431666
1766	0.04708308822
1767	0.04705492872
1768	0.04704067419
1769	0.04703557034
1770	0.04702391673
1771	0.04701343682
1772	0.0469840892
1773	0.04694406074
1774	0.04691239686
1775	0.0468914871
1776	0.04688393312
1777	0.04686032122
1778	0.04683634568
1779	0.04681339972
1780	0.04678560256
1781	0.04678037364
1782	0.04677234303
1783	0.04674554466
1784	0.04672425868
1785	0.04670884077
1786	0.04667462341
1787	0.04666602577
1788	0.04664133347
1789	0.04661014263
1790	0.04659477822
1791	0.0465691732
1792	0.04656678191
1793	0.0465629856
1794	0.04653378439
1795	0.04653242024
1796	0.04653091703
1797	0.04652947832
1798	0.04652105092
1799	0.04648846566
1800	0.04646781471
1801	0.04645447734
1802	0.04643697009
1803	0.04642514421
1804	0.04640714197
1805	0.0463770097
1806	0.04636837587
1807	0.04635043478
1808	0.04632525154
1809	0.0462922327
1810	0.04629046832
1811	0.04628034354
1812	0.04624816849
1813	0.04624031833
1814	0.04621141462
1815	0.04618749375
1816	0.04617523548
1817	0.04615278451
1818	0.04615147216
1819	0.04614101388
1820	0.04612415737
1821	0.04610299995
1822	0.04608394494
1823	0.04605266331
1824	0.04604109835
1825	0.04601638983
1826	0.04600026079
1827	0.04596990879
1828	0.04596830754
1829	0.0459430904
1830	0.04591640026
1831	0.04590449723
1832	0.04587579119
1833	0.04585517769
1834	0.04582097474
1835	0.04580215876
1836	0.04576966628
1837	0.04576086336
1838	0.0457594638
1839	0.04574083196
1840	0.04572239911
1841	0.0457200424
1842	0.04571760526
1843	0.04567733325
1844	0.04565566281
1845	0.04563411197
1846	0.04561658702
1847	0.04561033448
1848	0.04559585066
1849	0.04557205107
1850	0.0455509229
1851	0.04553322752
1852	0.04549199856
1853	0.04546226079
1854	0.04543926887
1855	0.04541205024
1856	0.04540063935
1857	0.04538147134
1858	0.04536565285
1859	0.04534138608
1860	0.04532487989
1861	0.04530959737
1862	0.04529136011
1863	0.04526067897
1864	0.04523328247
1865	0.04523190661
1866	0.04521252894
1867	0.04521099572
1868	0.04520535277
1869	0.04520394425
1870	0.04518549454
1871	0.04516319592
1872	0.0451453136
1873	0.04511678419
1874	0.04509476615
1875	0.04507769087
1876	0.04506325477
1877	0.04503988309
1878	0.04501302886
1879	0.04499698897
1880	0.044980513
1881	0.04496261814
1882	0.04494847676
1883	0.04491955812
1884	0.0448782786
1885	0.04487677748
1886	0.04484762214
1887	0.04483032517
1888	0.04481092023
1889	0.04478685712
1890	0.04474625692
1891	0.04473078349
1892	0.04471168037
1893	0.04468682515
1894	0.04467195612
1895	0.04465548171
1896	0.04462736924
1897	0.04459658295
1898	0.04457442571
1899	0.04455177135
1900	0.04455008557
1901	0.04454339481
1902	0.04453346958
1903	0.04451210851
1904	0.04449547007
1905	0.04447989946
1906	0.04445132145
1907	0.04442489622
1908	0.04442353024
1909	0.04440450307
1910	0.04438877935
1911	0.04436687679
1912	0.04434667587
1913	0.04433288298
1914	0.04431293502
1915	0.04429823701
1916	0.04426908621
1917	0.04426677041
1918	0.04424669142
1919	0.04423005952
1920	0.04421094324
1921	0.04419485427
1922	0.04417634189
1923	0.04413829878
1924	0.04411549211
1925	0.04409082262
1926	0.04406712049
1927	0.044043529
1928	0.04401598746
1929	0.04399347127
1930	0.04398120313
1931	0.04396839667
1932	0.04393617123
1933	0.04391104776
1934	0.04389714389
1935	0.04388299858
1936	0.0438614056
1937	0.04384230876
1938	0.0438409758
1939	0.04382055147
1940	0.04379390589
1941	0.04379269393
1942	0.04378481017
1943	0.04377642285
1944	0.04376103148
1945	0.04374706758
1946	0.04372995287
1947	0.04371715966
1948	0.043703759
1949	0.04367518086
1950	0.04366345932
1951	0.04363948757
1952	0.04361761871
1953	0.0435916223
1954	0.04357125383
1955	0.04353361332
1956	0.04349942567
1957	0.04345915683
1958	0.04344201927
1959	0.04341525403
1960	0.04339327588
1961	0.04337387271
1962	0.04336094912
1963	0.04334943658
1964	0.04334801492
1965	0.04333236015
1966	0.04331081263
1967	0.04328673609
1968	0.04327653819
1969	0.0432532235
1970	0.04322399132
1971	0.043187577
1972	0.04318324423
1973	0.04316836035
1974	0.04314529936
1975	0.04313183019
1976	0.04310824112
1977	0.04308169391
1978	0.0430663159
1979	0.04305755243
1980	0.04304715169
1981	0.04301845623
1982	0.0429997657
1983	0.04299471125
1984	0.04297777628
1985	0.04294411634
1986	0.04294283956
1987	0.04292485358
1988	0.0429044081
1989	0.04287112349
1990	0.04284338006
1991	0.04282625531
1992	0.04282209644
1993	0.04279778332
1994	0.04277641988
1995	0.04277043048
1996	0.0427506065
1997	0.04272526808
1998	0.04270986669
1999	0.04269154786
